,uid,vid,source
4292,31706,164429,dataset_ubicomp2013_checkins.txt
4293,30718,1554,dataset_ubicomp2013_checkins.txt
4294,133970,15085,dataset_ubicomp2013_checkins.txt
4295,33862,135754,dataset_ubicomp2013_checkins.txt
4296,166135,9611,dataset_ubicomp2013_checkins.txt
4297,34575,84891,dataset_ubicomp2013_checkins.txt
4298,31706,25711,dataset_ubicomp2013_checkins.txt
4299,54251,48994,dataset_ubicomp2013_checkins.txt
4300,262073,204,dataset_ubicomp2013_checkins.txt
4301,17034,61132,dataset_ubicomp2013_checkins.txt
4302,17874,13458,dataset_ubicomp2013_checkins.txt
4303,21038,470,dataset_ubicomp2013_checkins.txt
4304,13852,10436,dataset_ubicomp2013_checkins.txt
4305,262073,78642,dataset_ubicomp2013_checkins.txt
4306,136058,360,dataset_ubicomp2013_checkins.txt
4307,27538,1473,dataset_ubicomp2013_checkins.txt
4308,49702,15541,dataset_ubicomp2013_checkins.txt
4309,249013,7677,dataset_ubicomp2013_checkins.txt
4310,130681,40177,dataset_ubicomp2013_checkins.txt
4311,57437,11664,dataset_ubicomp2013_checkins.txt
4312,192126,899,dataset_ubicomp2013_checkins.txt
4313,63433,39242,dataset_ubicomp2013_checkins.txt
4314,129977,57918,dataset_ubicomp2013_checkins.txt
4315,17374,30863,dataset_ubicomp2013_checkins.txt
4316,250033,15856,dataset_ubicomp2013_checkins.txt
4317,211609,38353,dataset_ubicomp2013_checkins.txt
4318,36138,31748,dataset_ubicomp2013_checkins.txt
4319,7366,12991,dataset_ubicomp2013_checkins.txt
4320,1035,31671,dataset_ubicomp2013_checkins.txt
4321,8767,13447,dataset_ubicomp2013_checkins.txt
4322,10909,9780,dataset_ubicomp2013_checkins.txt
4323,27483,19393,dataset_ubicomp2013_checkins.txt
4324,51914,11884,dataset_ubicomp2013_checkins.txt
4325,50730,56006,dataset_ubicomp2013_checkins.txt
4326,15416,22424,dataset_ubicomp2013_checkins.txt
4327,104634,155,dataset_ubicomp2013_checkins.txt
4328,78151,15936,dataset_ubicomp2013_checkins.txt
4329,59959,5222,dataset_ubicomp2013_checkins.txt
4330,186359,4442,dataset_ubicomp2013_checkins.txt
4331,97744,654,dataset_ubicomp2013_checkins.txt
4332,57104,22366,dataset_ubicomp2013_checkins.txt
4333,230376,23209,dataset_ubicomp2013_checkins.txt
4334,173878,15862,dataset_ubicomp2013_checkins.txt
4335,87042,17228,dataset_ubicomp2013_checkins.txt
4336,38363,25967,dataset_ubicomp2013_checkins.txt
4337,45720,9448,dataset_ubicomp2013_checkins.txt
4338,20377,12010,dataset_ubicomp2013_checkins.txt
4339,7366,22366,dataset_ubicomp2013_checkins.txt
4340,39836,15743,dataset_ubicomp2013_checkins.txt
4341,38074,20006,dataset_ubicomp2013_checkins.txt
4342,75708,9448,dataset_ubicomp2013_checkins.txt
4343,59369,21324,dataset_ubicomp2013_checkins.txt
4344,49029,139117,dataset_ubicomp2013_checkins.txt
4345,39302,1543,dataset_ubicomp2013_checkins.txt
4346,135690,51231,dataset_ubicomp2013_checkins.txt
4347,21501,31671,dataset_ubicomp2013_checkins.txt
4348,138109,17698,dataset_ubicomp2013_checkins.txt
4349,50641,78624,dataset_ubicomp2013_checkins.txt
4350,36058,423,dataset_ubicomp2013_checkins.txt
4351,94014,129011,dataset_ubicomp2013_checkins.txt
4352,11067,40144,dataset_ubicomp2013_checkins.txt
4353,14506,25864,dataset_ubicomp2013_checkins.txt
4354,38058,44078,dataset_ubicomp2013_checkins.txt
4355,43410,15537,dataset_ubicomp2013_checkins.txt
4356,17238,7357,dataset_ubicomp2013_checkins.txt
4357,106704,23976,dataset_ubicomp2013_checkins.txt
4358,109481,84091,dataset_ubicomp2013_checkins.txt
4359,69093,1492,dataset_ubicomp2013_checkins.txt
4360,29320,76770,dataset_ubicomp2013_checkins.txt
4361,17238,9209,dataset_ubicomp2013_checkins.txt
4362,208163,174401,dataset_ubicomp2013_checkins.txt
4363,147509,1299,dataset_ubicomp2013_checkins.txt
4364,76791,12231,dataset_ubicomp2013_checkins.txt
4365,12991,42719,dataset_ubicomp2013_checkins.txt
4366,1193,19842,dataset_ubicomp2013_checkins.txt
4367,34710,4472,dataset_ubicomp2013_checkins.txt
4368,34710,4472,dataset_ubicomp2013_checkins.txt
4369,202998,908,dataset_ubicomp2013_checkins.txt
4370,256098,19972,dataset_ubicomp2013_checkins.txt
4371,238303,12232,dataset_ubicomp2013_checkins.txt
4372,186359,52878,dataset_ubicomp2013_checkins.txt
4373,39836,15743,dataset_ubicomp2013_checkins.txt
4374,49783,68829,dataset_ubicomp2013_checkins.txt
4375,109231,27025,dataset_ubicomp2013_checkins.txt
4376,104705,11192,dataset_ubicomp2013_checkins.txt
4377,22531,14015,dataset_ubicomp2013_checkins.txt
4378,50631,70970,dataset_ubicomp2013_checkins.txt
4379,241131,156910,dataset_ubicomp2013_checkins.txt
4380,27483,33905,dataset_ubicomp2013_checkins.txt
4381,59959,5222,dataset_ubicomp2013_checkins.txt
4382,54718,1109,dataset_ubicomp2013_checkins.txt
4383,30961,4920,dataset_ubicomp2013_checkins.txt
4384,25039,751,dataset_ubicomp2013_checkins.txt
4385,256434,54085,dataset_ubicomp2013_checkins.txt
4386,171647,3184,dataset_ubicomp2013_checkins.txt
4387,11306,21476,dataset_ubicomp2013_checkins.txt
4388,51468,86029,dataset_ubicomp2013_checkins.txt
4389,224531,76405,dataset_ubicomp2013_checkins.txt
4390,25624,56596,dataset_ubicomp2013_checkins.txt
4391,100409,64882,dataset_ubicomp2013_checkins.txt
4392,56139,86250,dataset_ubicomp2013_checkins.txt
4393,29211,13898,dataset_ubicomp2013_checkins.txt
4394,4919,13927,dataset_ubicomp2013_checkins.txt
4395,3812,30863,dataset_ubicomp2013_checkins.txt
4396,40642,1086,dataset_ubicomp2013_checkins.txt
4397,68595,16858,dataset_ubicomp2013_checkins.txt
4398,51445,64971,dataset_ubicomp2013_checkins.txt
4399,163242,13263,dataset_ubicomp2013_checkins.txt
4400,1319,23989,dataset_ubicomp2013_checkins.txt
4401,61109,16437,dataset_ubicomp2013_checkins.txt
4402,4167,14801,dataset_ubicomp2013_checkins.txt
4403,149253,15176,dataset_ubicomp2013_checkins.txt
4404,14249,263400,dataset_ubicomp2013_checkins.txt
4405,210809,21534,dataset_ubicomp2013_checkins.txt
4406,87557,9718,dataset_ubicomp2013_checkins.txt
4407,38261,51304,dataset_ubicomp2013_checkins.txt
4408,224175,11954,dataset_ubicomp2013_checkins.txt
4409,130314,16625,dataset_ubicomp2013_checkins.txt
4410,90814,22424,dataset_ubicomp2013_checkins.txt
4411,66871,174200,dataset_ubicomp2013_checkins.txt
4412,106704,25753,dataset_ubicomp2013_checkins.txt
4413,73976,13028,dataset_ubicomp2013_checkins.txt
4414,4546,14950,dataset_ubicomp2013_checkins.txt
4415,20423,11134,dataset_ubicomp2013_checkins.txt
4416,37676,122364,dataset_ubicomp2013_checkins.txt
4417,33818,18194,dataset_ubicomp2013_checkins.txt
4418,14119,7913,dataset_ubicomp2013_checkins.txt
4419,14506,6251,dataset_ubicomp2013_checkins.txt
4420,7076,23124,dataset_ubicomp2013_checkins.txt
4421,121676,764,dataset_ubicomp2013_checkins.txt
4422,222359,162131,dataset_ubicomp2013_checkins.txt
4423,122031,29212,dataset_ubicomp2013_checkins.txt
4424,45619,16220,dataset_ubicomp2013_checkins.txt
4425,30502,14532,dataset_ubicomp2013_checkins.txt
4426,71010,933944,dataset_ubicomp2013_checkins.txt
4427,30961,578,dataset_ubicomp2013_checkins.txt
4428,133970,15085,dataset_ubicomp2013_checkins.txt
4429,2874,61274,dataset_ubicomp2013_checkins.txt
4430,144744,12231,dataset_ubicomp2013_checkins.txt
4431,43127,70790,dataset_ubicomp2013_checkins.txt
4432,168434,4392,dataset_ubicomp2013_checkins.txt
4433,21389,22860,dataset_ubicomp2013_checkins.txt
4434,57981,39375,dataset_ubicomp2013_checkins.txt
4435,107580,466,dataset_ubicomp2013_checkins.txt
4436,265643,18222,dataset_ubicomp2013_checkins.txt
4437,247274,726679,dataset_ubicomp2013_checkins.txt
4438,68370,12700,dataset_ubicomp2013_checkins.txt
4439,67735,12700,dataset_ubicomp2013_checkins.txt
4440,241131,12118,dataset_ubicomp2013_checkins.txt
4441,10244,4843,dataset_ubicomp2013_checkins.txt
4442,264057,16377,dataset_ubicomp2013_checkins.txt
4443,214716,11622,dataset_ubicomp2013_checkins.txt
4444,836,49111,dataset_ubicomp2013_checkins.txt
4445,1513,14086,dataset_ubicomp2013_checkins.txt
4446,6083,12735,dataset_ubicomp2013_checkins.txt
4447,60486,25711,dataset_ubicomp2013_checkins.txt
4448,91070,22218,dataset_ubicomp2013_checkins.txt
4449,130314,39230,dataset_ubicomp2013_checkins.txt
4450,101206,733,dataset_ubicomp2013_checkins.txt
4451,133,31853,dataset_ubicomp2013_checkins.txt
4452,15416,20,dataset_ubicomp2013_checkins.txt
4453,30639,14501,dataset_ubicomp2013_checkins.txt
4454,27882,9263,dataset_ubicomp2013_checkins.txt
4455,33330,17689,dataset_ubicomp2013_checkins.txt
4456,17435,19768,dataset_ubicomp2013_checkins.txt
4457,28102,14355,dataset_ubicomp2013_checkins.txt
4458,1319,47569,dataset_ubicomp2013_checkins.txt
4459,556,15351,dataset_ubicomp2013_checkins.txt
4460,57581,57918,dataset_ubicomp2013_checkins.txt
4461,836,84910,dataset_ubicomp2013_checkins.txt
4462,233714,12345,dataset_ubicomp2013_checkins.txt
4463,17238,82634,dataset_ubicomp2013_checkins.txt
4464,27483,132346,dataset_ubicomp2013_checkins.txt
4465,180959,25708,dataset_ubicomp2013_checkins.txt
4466,20423,51152,dataset_ubicomp2013_checkins.txt
4467,45720,7507,dataset_ubicomp2013_checkins.txt
4468,233025,4461,dataset_ubicomp2013_checkins.txt
4469,60284,9945,dataset_ubicomp2013_checkins.txt
4470,32855,131690,dataset_ubicomp2013_checkins.txt
4471,133137,1101,dataset_ubicomp2013_checkins.txt
4472,181644,13227,dataset_ubicomp2013_checkins.txt
4473,163156,16103,dataset_ubicomp2013_checkins.txt
4474,142669,68935,dataset_ubicomp2013_checkins.txt
4475,27538,110328,dataset_ubicomp2013_checkins.txt
4476,29177,39242,dataset_ubicomp2013_checkins.txt
4477,75708,14714,dataset_ubicomp2013_checkins.txt
4478,201683,11792,dataset_ubicomp2013_checkins.txt
4479,43388,12231,dataset_ubicomp2013_checkins.txt
4480,79142,15146,dataset_ubicomp2013_checkins.txt
4481,247092,13605,dataset_ubicomp2013_checkins.txt
4482,199027,39261,dataset_ubicomp2013_checkins.txt
4483,92202,16506,dataset_ubicomp2013_checkins.txt
4484,5067,1185,dataset_ubicomp2013_checkins.txt
4485,217167,192,dataset_ubicomp2013_checkins.txt
4486,107580,16079,dataset_ubicomp2013_checkins.txt
4487,8146,700,dataset_ubicomp2013_checkins.txt
4488,81824,13101,dataset_ubicomp2013_checkins.txt
4489,44226,23209,dataset_ubicomp2013_checkins.txt
4490,17238,9209,dataset_ubicomp2013_checkins.txt
4491,30961,51304,dataset_ubicomp2013_checkins.txt
4492,68798,159367,dataset_ubicomp2013_checkins.txt
4493,16255,4549,dataset_ubicomp2013_checkins.txt
4494,60285,22821,dataset_ubicomp2013_checkins.txt
4495,20640,1930905,dataset_ubicomp2013_checkins.txt
4496,17874,17282,dataset_ubicomp2013_checkins.txt
4497,24074,19410,dataset_ubicomp2013_checkins.txt
4498,61060,27817,dataset_ubicomp2013_checkins.txt
4499,20640,1930905,dataset_ubicomp2013_checkins.txt
4500,133970,15085,dataset_ubicomp2013_checkins.txt
4501,29020,4855,dataset_ubicomp2013_checkins.txt
4502,18179,1177,dataset_ubicomp2013_checkins.txt
4503,59867,11902,dataset_ubicomp2013_checkins.txt
4504,184931,11881,dataset_ubicomp2013_checkins.txt
4505,133,47339,dataset_ubicomp2013_checkins.txt
4506,43127,1223,dataset_ubicomp2013_checkins.txt
4507,10244,13233,dataset_ubicomp2013_checkins.txt
4508,88145,18221,dataset_ubicomp2013_checkins.txt
4509,36758,654,dataset_ubicomp2013_checkins.txt
4510,58856,1268,dataset_ubicomp2013_checkins.txt
4511,43130,466,dataset_ubicomp2013_checkins.txt
4512,41376,1016,dataset_ubicomp2013_checkins.txt
4513,13999,12493,dataset_ubicomp2013_checkins.txt
4514,184850,12268,dataset_ubicomp2013_checkins.txt
4515,25321,1107,dataset_ubicomp2013_checkins.txt
4516,24074,71745,dataset_ubicomp2013_checkins.txt
4517,26729,11954,dataset_ubicomp2013_checkins.txt
4518,112676,45448,dataset_ubicomp2013_checkins.txt
4519,57581,6222,dataset_ubicomp2013_checkins.txt
4520,126257,9720,dataset_ubicomp2013_checkins.txt
4521,68496,29101,dataset_ubicomp2013_checkins.txt
4522,34119,11635,dataset_ubicomp2013_checkins.txt
4523,51957,435580,dataset_ubicomp2013_checkins.txt
4524,247092,13605,dataset_ubicomp2013_checkins.txt
4525,115260,51152,dataset_ubicomp2013_checkins.txt
4526,236265,10835,dataset_ubicomp2013_checkins.txt
4527,43577,1376,dataset_ubicomp2013_checkins.txt
4528,258400,49727,dataset_ubicomp2013_checkins.txt
4529,190590,6808,dataset_ubicomp2013_checkins.txt
4530,5484,8702,dataset_ubicomp2013_checkins.txt
4531,21501,1254,dataset_ubicomp2013_checkins.txt
4532,19941,7920,dataset_ubicomp2013_checkins.txt
4533,80104,787,dataset_ubicomp2013_checkins.txt
4534,38272,49111,dataset_ubicomp2013_checkins.txt
4535,121273,17741,dataset_ubicomp2013_checkins.txt
4536,39371,26247,dataset_ubicomp2013_checkins.txt
4537,132611,328,dataset_ubicomp2013_checkins.txt
4538,54405,41096,dataset_ubicomp2013_checkins.txt
4539,159682,11685,dataset_ubicomp2013_checkins.txt
4540,18179,6089,dataset_ubicomp2013_checkins.txt
4541,140534,14833,dataset_ubicomp2013_checkins.txt
4542,103216,12625,dataset_ubicomp2013_checkins.txt
4543,151828,1225,dataset_ubicomp2013_checkins.txt
4544,215301,20255,dataset_ubicomp2013_checkins.txt
4545,8388,7677,dataset_ubicomp2013_checkins.txt
4546,6993,5863,dataset_ubicomp2013_checkins.txt
4547,43130,171965,dataset_ubicomp2013_checkins.txt
4548,92611,18144,dataset_ubicomp2013_checkins.txt
4549,15416,12903,dataset_ubicomp2013_checkins.txt
4550,249243,85008,dataset_ubicomp2013_checkins.txt
4551,10565,1060,dataset_ubicomp2013_checkins.txt
4552,251235,4556,dataset_ubicomp2013_checkins.txt
4553,4787,9792,dataset_ubicomp2013_checkins.txt
4554,205941,35326,dataset_ubicomp2013_checkins.txt
4555,2637,7680,dataset_ubicomp2013_checkins.txt
4556,87167,17323,dataset_ubicomp2013_checkins.txt
4557,25299,13519,dataset_ubicomp2013_checkins.txt
4558,41778,905,dataset_ubicomp2013_checkins.txt
4559,36881,602,dataset_ubicomp2013_checkins.txt
4560,14716,3273,dataset_ubicomp2013_checkins.txt
4561,37590,21237,dataset_ubicomp2013_checkins.txt
4562,86519,15061,dataset_ubicomp2013_checkins.txt
4563,52206,12799,dataset_ubicomp2013_checkins.txt
4564,13259,209,dataset_ubicomp2013_checkins.txt
4565,41408,51304,dataset_ubicomp2013_checkins.txt
4566,132803,1651,dataset_ubicomp2013_checkins.txt
4567,34460,12150,dataset_ubicomp2013_checkins.txt
4568,7860,476,dataset_ubicomp2013_checkins.txt
4569,8767,10853,dataset_ubicomp2013_checkins.txt
4570,181660,4156,dataset_ubicomp2013_checkins.txt
4571,16447,7796,dataset_ubicomp2013_checkins.txt
4572,241871,16254,dataset_ubicomp2013_checkins.txt
4573,13356,19518,dataset_ubicomp2013_checkins.txt
4574,15598,143883,dataset_ubicomp2013_checkins.txt
4575,15088,23668,dataset_ubicomp2013_checkins.txt
4576,850,3184,dataset_ubicomp2013_checkins.txt
4577,130127,7599,dataset_ubicomp2013_checkins.txt
4578,210809,26199,dataset_ubicomp2013_checkins.txt
4579,11206,16816,dataset_ubicomp2013_checkins.txt
4580,76791,390,dataset_ubicomp2013_checkins.txt
4581,24772,11790,dataset_ubicomp2013_checkins.txt
4582,59867,75007,dataset_ubicomp2013_checkins.txt
4583,8388,554,dataset_ubicomp2013_checkins.txt
4584,17387,32873,dataset_ubicomp2013_checkins.txt
4585,59959,5222,dataset_ubicomp2013_checkins.txt
4586,55358,6313,dataset_ubicomp2013_checkins.txt
4587,265643,5918,dataset_ubicomp2013_checkins.txt
4588,45379,35833,dataset_ubicomp2013_checkins.txt
4589,2442,29910,dataset_ubicomp2013_checkins.txt
4590,47505,25753,dataset_ubicomp2013_checkins.txt
4591,149253,98967,dataset_ubicomp2013_checkins.txt
4592,149253,15176,dataset_ubicomp2013_checkins.txt
4593,49029,139117,dataset_ubicomp2013_checkins.txt
4594,71476,170319,dataset_ubicomp2013_checkins.txt
4595,17730,6793,dataset_ubicomp2013_checkins.txt
4596,13999,24321,dataset_ubicomp2013_checkins.txt
4597,178972,4156,dataset_ubicomp2013_checkins.txt
4598,17566,20804,dataset_ubicomp2013_checkins.txt
4599,147509,16671,dataset_ubicomp2013_checkins.txt
4600,126257,8334,dataset_ubicomp2013_checkins.txt
4601,86693,30381,dataset_ubicomp2013_checkins.txt
4602,58953,9707,dataset_ubicomp2013_checkins.txt
4603,18696,28279,dataset_ubicomp2013_checkins.txt
4604,18151,45373,dataset_ubicomp2013_checkins.txt
4605,184931,12796,dataset_ubicomp2013_checkins.txt
4606,59796,34618,dataset_ubicomp2013_checkins.txt
4607,34355,31949,dataset_ubicomp2013_checkins.txt
4608,850,8434,dataset_ubicomp2013_checkins.txt
4609,16049,45909,dataset_ubicomp2013_checkins.txt
4610,59283,12875,dataset_ubicomp2013_checkins.txt
4611,210809,5054,dataset_ubicomp2013_checkins.txt
4612,52005,189579,dataset_ubicomp2013_checkins.txt
4613,15275,17415,dataset_ubicomp2013_checkins.txt
4614,63433,886,dataset_ubicomp2013_checkins.txt
4615,27367,7599,dataset_ubicomp2013_checkins.txt
4616,13128,5744,dataset_ubicomp2013_checkins.txt
4617,31945,12719,dataset_ubicomp2013_checkins.txt
4618,38456,7999,dataset_ubicomp2013_checkins.txt
4619,7224,1760748,dataset_ubicomp2013_checkins.txt
4620,52962,22805,dataset_ubicomp2013_checkins.txt
4621,13383,11134,dataset_ubicomp2013_checkins.txt
4622,11206,9792,dataset_ubicomp2013_checkins.txt
4623,200187,8706,dataset_ubicomp2013_checkins.txt
4624,84141,13101,dataset_ubicomp2013_checkins.txt
4625,19408,72623,dataset_ubicomp2013_checkins.txt
4626,133970,5606,dataset_ubicomp2013_checkins.txt
4627,73961,105699,dataset_ubicomp2013_checkins.txt
4628,111375,17779,dataset_ubicomp2013_checkins.txt
4629,17435,23209,dataset_ubicomp2013_checkins.txt
4630,35165,58494,dataset_ubicomp2013_checkins.txt
4631,51914,1465,dataset_ubicomp2013_checkins.txt
4632,18406,1163,dataset_ubicomp2013_checkins.txt
4633,208163,190040,dataset_ubicomp2013_checkins.txt
4634,24973,29121,dataset_ubicomp2013_checkins.txt
4635,4919,149350,dataset_ubicomp2013_checkins.txt
4636,250033,21639,dataset_ubicomp2013_checkins.txt
4637,9962,22351,dataset_ubicomp2013_checkins.txt
4638,89032,19897,dataset_ubicomp2013_checkins.txt
4639,222469,33655,dataset_ubicomp2013_checkins.txt
4640,65695,11846,dataset_ubicomp2013_checkins.txt
4641,60211,7875,dataset_ubicomp2013_checkins.txt
4642,82146,845,dataset_ubicomp2013_checkins.txt
4643,4407,14749,dataset_ubicomp2013_checkins.txt
4644,41694,124918,dataset_ubicomp2013_checkins.txt
4645,53346,476,dataset_ubicomp2013_checkins.txt
4646,29031,35966,dataset_ubicomp2013_checkins.txt
4647,175516,2640,dataset_ubicomp2013_checkins.txt
4648,52984,375566,dataset_ubicomp2013_checkins.txt
4649,30476,10604,dataset_ubicomp2013_checkins.txt
4650,57948,578,dataset_ubicomp2013_checkins.txt
4651,171559,9474,dataset_ubicomp2013_checkins.txt
4652,61185,4506,dataset_ubicomp2013_checkins.txt
4653,20423,12119,dataset_ubicomp2013_checkins.txt
4654,10962,15535,dataset_ubicomp2013_checkins.txt
4655,133970,17282,dataset_ubicomp2013_checkins.txt
4656,63864,12118,dataset_ubicomp2013_checkins.txt
4657,8952,39242,dataset_ubicomp2013_checkins.txt
4658,53370,4473,dataset_ubicomp2013_checkins.txt
4659,20640,5854,dataset_ubicomp2013_checkins.txt
4660,247092,998,dataset_ubicomp2013_checkins.txt
4661,112676,609,dataset_ubicomp2013_checkins.txt
4662,21501,19768,dataset_ubicomp2013_checkins.txt
4663,143828,13519,dataset_ubicomp2013_checkins.txt
4664,50202,21817,dataset_ubicomp2013_checkins.txt
4665,66871,98702,dataset_ubicomp2013_checkins.txt
4666,208636,8030,dataset_ubicomp2013_checkins.txt
4667,247092,13447,dataset_ubicomp2013_checkins.txt
4668,44739,507,dataset_ubicomp2013_checkins.txt
4669,256415,9932,dataset_ubicomp2013_checkins.txt
4670,31971,177,dataset_ubicomp2013_checkins.txt
4671,5159,37842,dataset_ubicomp2013_checkins.txt
4672,204208,22366,dataset_ubicomp2013_checkins.txt
4673,94014,564,dataset_ubicomp2013_checkins.txt
4674,252332,4376,dataset_ubicomp2013_checkins.txt
4675,13999,24321,dataset_ubicomp2013_checkins.txt
4676,35288,29422,dataset_ubicomp2013_checkins.txt
4677,204517,3229,dataset_ubicomp2013_checkins.txt
4678,181505,27315,dataset_ubicomp2013_checkins.txt
4679,53938,364,dataset_ubicomp2013_checkins.txt
4680,5291,44846,dataset_ubicomp2013_checkins.txt
4681,49797,15010,dataset_ubicomp2013_checkins.txt
4682,181505,17675,dataset_ubicomp2013_checkins.txt
4683,42283,11252,dataset_ubicomp2013_checkins.txt
4684,68370,9498,dataset_ubicomp2013_checkins.txt
4685,19732,9652,dataset_ubicomp2013_checkins.txt
4686,106704,23976,dataset_ubicomp2013_checkins.txt
4687,37946,11114,dataset_ubicomp2013_checkins.txt
4688,201445,30444,dataset_ubicomp2013_checkins.txt
4689,4697,16671,dataset_ubicomp2013_checkins.txt
4690,2228,14218,dataset_ubicomp2013_checkins.txt
4691,235647,1049,dataset_ubicomp2013_checkins.txt
4692,54488,20134,dataset_ubicomp2013_checkins.txt
4693,61546,21413,dataset_ubicomp2013_checkins.txt
4694,14838,18222,dataset_ubicomp2013_checkins.txt
4695,104634,5918,dataset_ubicomp2013_checkins.txt
4696,155760,5639,dataset_ubicomp2013_checkins.txt
4697,2949,47,dataset_ubicomp2013_checkins.txt
4698,147899,45321,dataset_ubicomp2013_checkins.txt
4699,135690,1186,dataset_ubicomp2013_checkins.txt
4700,63761,148543,dataset_ubicomp2013_checkins.txt
4701,12392,1086,dataset_ubicomp2013_checkins.txt
4702,28357,654,dataset_ubicomp2013_checkins.txt
4703,27483,132346,dataset_ubicomp2013_checkins.txt
4704,38272,17031,dataset_ubicomp2013_checkins.txt
4705,122123,7796,dataset_ubicomp2013_checkins.txt
4706,119019,32713,dataset_ubicomp2013_checkins.txt
4707,40642,8959,dataset_ubicomp2013_checkins.txt
4708,159372,98639,dataset_ubicomp2013_checkins.txt
4709,30849,19972,dataset_ubicomp2013_checkins.txt
4710,207123,1124,dataset_ubicomp2013_checkins.txt
4711,14455,28002,dataset_ubicomp2013_checkins.txt
4712,146757,49111,dataset_ubicomp2013_checkins.txt
4713,3517,1448,dataset_ubicomp2013_checkins.txt
4714,91070,31052,dataset_ubicomp2013_checkins.txt
4715,429,108420,dataset_ubicomp2013_checkins.txt
4716,76791,313,dataset_ubicomp2013_checkins.txt
4717,12194,39242,dataset_ubicomp2013_checkins.txt
4718,85579,14971,dataset_ubicomp2013_checkins.txt
4719,48072,3412,dataset_ubicomp2013_checkins.txt
4720,28102,16811,dataset_ubicomp2013_checkins.txt
4721,62520,157043,dataset_ubicomp2013_checkins.txt
4722,201683,15061,dataset_ubicomp2013_checkins.txt
4723,53783,1760748,dataset_ubicomp2013_checkins.txt
4724,92532,131948,dataset_ubicomp2013_checkins.txt
4725,53868,9204,dataset_ubicomp2013_checkins.txt
4726,191295,15456,dataset_ubicomp2013_checkins.txt
4727,91102,19183,dataset_ubicomp2013_checkins.txt
4728,7128,18076,dataset_ubicomp2013_checkins.txt
4729,219604,7723,dataset_ubicomp2013_checkins.txt
4730,243208,591,dataset_ubicomp2013_checkins.txt
4731,59796,12496,dataset_ubicomp2013_checkins.txt
4732,6591,13264,dataset_ubicomp2013_checkins.txt
4733,193073,12028,dataset_ubicomp2013_checkins.txt
4734,33862,1271,dataset_ubicomp2013_checkins.txt
4735,55222,15235,dataset_ubicomp2013_checkins.txt
4736,59369,360,dataset_ubicomp2013_checkins.txt
4737,43136,23764,dataset_ubicomp2013_checkins.txt
4738,21380,28154,dataset_ubicomp2013_checkins.txt
4739,1002,514,dataset_ubicomp2013_checkins.txt
4740,206885,534,dataset_ubicomp2013_checkins.txt
4741,53708,476,dataset_ubicomp2013_checkins.txt
4742,72909,11989,dataset_ubicomp2013_checkins.txt
4743,53535,102017,dataset_ubicomp2013_checkins.txt
4744,1834,12094,dataset_ubicomp2013_checkins.txt
4745,224175,7913,dataset_ubicomp2013_checkins.txt
4746,1042,4429,dataset_ubicomp2013_checkins.txt
4747,29575,51294,dataset_ubicomp2013_checkins.txt
4748,77298,1948043,dataset_ubicomp2013_checkins.txt
4749,104705,8334,dataset_ubicomp2013_checkins.txt
4750,1834,20356,dataset_ubicomp2013_checkins.txt
4751,29949,3184,dataset_ubicomp2013_checkins.txt
4752,27783,22148,dataset_ubicomp2013_checkins.txt
4753,12394,21324,dataset_ubicomp2013_checkins.txt
4754,51939,396,dataset_ubicomp2013_checkins.txt
4755,45010,13463,dataset_ubicomp2013_checkins.txt
4756,60893,41065,dataset_ubicomp2013_checkins.txt
4757,88716,80645,dataset_ubicomp2013_checkins.txt
4758,38058,11989,dataset_ubicomp2013_checkins.txt
4759,54718,31813,dataset_ubicomp2013_checkins.txt
4760,10503,3184,dataset_ubicomp2013_checkins.txt
4761,104310,1404,dataset_ubicomp2013_checkins.txt
4762,43905,381,dataset_ubicomp2013_checkins.txt
4763,4663,21440,dataset_ubicomp2013_checkins.txt
4764,48071,4547,dataset_ubicomp2013_checkins.txt
4765,39371,81990,dataset_ubicomp2013_checkins.txt
4766,56139,86250,dataset_ubicomp2013_checkins.txt
4767,249461,476,dataset_ubicomp2013_checkins.txt
4768,29020,3310,dataset_ubicomp2013_checkins.txt
4769,1513,5918,dataset_ubicomp2013_checkins.txt
4770,29211,20445,dataset_ubicomp2013_checkins.txt
4771,12382,186132,dataset_ubicomp2013_checkins.txt
4772,21282,318,dataset_ubicomp2013_checkins.txt
4773,111375,17779,dataset_ubicomp2013_checkins.txt
4774,59796,12496,dataset_ubicomp2013_checkins.txt
4775,187984,28675,dataset_ubicomp2013_checkins.txt
4776,13904,1112,dataset_ubicomp2013_checkins.txt
4777,1178,8025,dataset_ubicomp2013_checkins.txt
4778,58856,71745,dataset_ubicomp2013_checkins.txt
4779,23235,141142,dataset_ubicomp2013_checkins.txt
4780,90814,15856,dataset_ubicomp2013_checkins.txt
4781,51445,396,dataset_ubicomp2013_checkins.txt
4782,181940,50167,dataset_ubicomp2013_checkins.txt
4783,38058,4626,dataset_ubicomp2013_checkins.txt
4784,5067,4156,dataset_ubicomp2013_checkins.txt
4785,116062,31671,dataset_ubicomp2013_checkins.txt
4786,59796,1231,dataset_ubicomp2013_checkins.txt
4787,81276,130469,dataset_ubicomp2013_checkins.txt
4788,104634,19666,dataset_ubicomp2013_checkins.txt
4789,59796,123,dataset_ubicomp2013_checkins.txt
4790,241131,156910,dataset_ubicomp2013_checkins.txt
4791,158177,424,dataset_ubicomp2013_checkins.txt
4792,59959,5222,dataset_ubicomp2013_checkins.txt
