,uid,vid
6633,12,11
6634,12,2
6635,12,20
6636,12,1
6637,12,0
6638,12,0
6639,12,3
6640,12,1
6641,12,3
6642,12,1
6643,12,1
6644,12,21
6645,12,0
6646,12,5
6647,12,0
6648,12,0
6649,12,0
6650,12,6
6651,12,14
6652,12,0
6653,12,2
6654,12,1
6655,12,3
6656,12,4
6657,12,0
6658,12,7
6659,12,6
6660,12,5
6661,12,2
6662,12,10
6663,12,4
6664,12,2
6665,12,4
6666,12,0
6667,12,0
6668,12,1
6669,12,12
6670,12,15
6671,12,0
6672,12,1
6673,12,2
6674,12,0
6675,12,1
6676,12,2
6677,12,3
6678,12,0
6679,12,0
6680,12,0
6681,12,2
6682,12,1
6683,13,3
6684,13,1
6685,13,6
6686,13,13
6687,13,0
6688,13,10
6689,13,27
6690,13,4
6691,13,8
6692,13,22
6693,13,12
6694,13,23
6695,13,0
6696,13,9
6697,13,19
6698,13,0
6699,13,2
6700,13,7
6701,13,1
6702,13,9
6703,13,0
6704,13,1
6705,13,1
6706,13,48
6707,13,18
6708,13,5
6709,13,1
6710,13,2
6711,13,10
6712,13,0
6713,13,0
6714,13,0
6715,13,2
6716,13,3
6717,13,1
6718,13,23
6719,13,13
6720,13,9
6721,13,1
6722,13,13
6723,13,0
6724,13,4
6725,13,0
6726,13,6
6727,13,3
6728,13,1
6729,13,2
6730,13,1
6731,13,6
6732,13,32
6733,13,0
6734,13,7
6735,13,4
6736,13,2
6737,13,0
6738,13,8
6739,13,1
6740,13,0
6741,13,5
6742,13,0
6743,13,0
6744,13,2
6745,13,3
6746,13,27
6747,13,6
6748,13,9
6749,13,10
6750,13,6
6751,13,2
6752,13,2
6753,13,0
6754,13,12
6755,13,4
6756,13,1
6757,13,2
6758,13,10
6759,13,3
6760,13,3
6761,13,3
6762,13,4
6763,13,10
6764,13,0
6765,13,17
6766,13,4
6767,13,2
6768,13,6
6769,13,0
6770,13,7
6771,13,0
6772,13,0
6773,13,0
6774,13,1
6775,13,0
6776,13,7
6777,13,1
6778,13,0
6779,13,6
6780,13,1
6781,13,4
6782,13,13
6783,13,7
6784,13,2
6785,13,0
6786,13,0
6787,13,12
6788,13,0
6789,13,0
6790,13,4
6791,13,7
6792,13,1
6793,13,1
6794,13,0
6795,13,5
6796,13,4
6797,13,5
6798,13,6
6799,13,8
6800,13,0
6801,13,1
6802,13,11
6803,13,3
6804,13,22
6805,13,0
6806,13,26
6807,13,1
6808,13,0
6809,13,1
6810,13,2
6811,13,6
6812,13,1
6813,13,1
6814,13,1
6815,13,1
6816,13,2
6817,13,5
6818,13,9
6819,13,1
6820,13,10
6821,13,5
6822,13,4
6823,13,0
6824,13,3
6825,13,4
6826,13,2
6827,13,4
6828,13,0
6829,13,17
6830,13,0
6831,13,16
6832,13,3
6833,13,8
6834,13,4
6835,13,2
6836,13,3
6837,13,7
6838,13,1
6839,13,0
6840,13,0
6841,13,4
6842,13,4
6843,13,2
6844,13,1
6845,13,1
6846,13,7
6847,13,11
6848,13,20
6849,13,0
6850,13,1
6851,13,7
6852,13,2
6853,13,2
6854,13,2
6855,13,2
6856,13,0
6857,13,2
6858,13,8
6859,13,0
6860,13,0
6861,13,2
6862,13,2
6863,13,1
6864,13,1
6865,13,1
6866,13,5
6867,13,1
6868,13,0
6869,13,1
6870,13,2
6871,13,1
6872,13,1
6873,13,1
6874,13,0
6875,13,0
6876,13,11
6877,13,0
6878,13,1
6879,13,0
6880,13,1
6881,13,0
6882,13,0
6883,13,1
6884,13,24
6885,13,15
6886,13,4
6887,13,0
6888,13,4
6889,13,2
6890,13,0
6891,13,2
6892,13,0
6893,13,1
6894,13,24
6895,13,3
6896,13,0
6897,13,5
6898,13,0
6899,13,1
6900,13,0
6901,13,0
6902,13,16
6903,13,4
6904,13,4
6905,13,0
6906,13,1
6907,13,2
6908,13,0
6909,13,1
6910,13,3
6911,13,1
6912,13,2
6913,13,0
6914,13,1
6915,13,9
6916,13,10
6917,13,8
6918,13,1
6919,13,8
6920,13,3
6921,13,1
6922,13,9
6923,13,1
6924,13,13
6925,13,7
6926,13,0
6927,13,0
6928,13,0
6929,13,5
6930,13,3
6931,13,7
6932,13,2
6933,13,0
6934,13,0
6935,13,3
6936,13,1
6937,13,8
6938,13,2
6939,13,0
6940,13,3
6941,13,0
6942,13,0
6943,13,16
6944,13,8
6945,13,2
6946,13,0
6947,13,0
6948,13,1
6949,13,15
6950,13,2
6951,13,5
6952,13,0
6953,13,1
6954,13,4
6955,13,1
6956,13,5
6957,13,21
6958,13,7
6959,13,6
6960,13,2
6961,13,23
6962,13,25
6963,13,0
6964,13,28
6965,13,4
6966,13,1
6967,13,2
6968,13,0
6969,13,7
6970,13,6
6971,13,1
6972,13,8
6973,13,10
6974,13,2
6975,13,1
6976,13,0
6977,13,0
6978,13,3
6979,13,0
6980,13,3
6981,13,2
6982,13,1
6983,13,4
6984,13,17
6985,13,2
6986,13,27
6987,13,9
6988,13,2
6989,13,3
6990,13,0
6991,13,8
6992,13,4
6993,13,3
6994,13,2
6995,13,7
6996,13,4
6997,13,0
6998,13,2
6999,13,16
7000,13,12
7001,13,1
7002,13,3
7003,13,2
7004,13,5
7005,13,0
7006,13,7
7007,13,0
7008,13,13
7009,13,5
7010,13,1
7011,13,1
7012,13,0
7013,13,12
7014,13,0
7015,13,0
7016,13,2
7017,13,4
7018,13,0
7019,13,5
7020,13,1
7021,13,1
7022,13,5
7023,13,3
7024,13,12
7025,13,4
7026,13,10
7027,13,3
7028,13,6
7029,13,0
7030,13,0
7031,13,5
7032,13,10
7033,13,6
7034,13,0
7035,13,3
7036,13,0
7037,13,3
7038,13,1
7039,13,4
7040,13,15
7041,13,23
7042,13,4
7043,13,0
7044,13,29
7045,13,1
7046,13,3
7047,13,0
7048,13,6
7049,13,9
7050,13,0
7051,13,0
7052,13,0
7053,13,2
7054,13,0
7055,13,1
7056,13,0
7057,13,6
7058,13,0
7059,13,1
7060,13,0
7061,13,0
7062,13,2
7063,13,0
7064,13,10
7065,13,10
7066,13,17
7067,13,20
7068,13,22
7069,13,7
7070,13,0
7071,13,8
7072,13,16
7073,13,5
7074,13,2
7075,13,1
7076,13,1
7077,13,0
7078,13,0
7079,13,4
7080,13,7
7081,13,0
7082,13,6
7083,13,0
7084,13,0
7085,13,16
7086,13,4
7087,13,1
7088,13,2
7089,13,4
7090,13,29
7091,13,0
7092,13,11
7093,13,4
7094,13,6
7095,13,1
7096,13,0
7097,13,9
7098,14,3
7099,14,0
7100,14,37
7101,14,28
7102,14,3
7103,14,1
7104,14,0
7105,14,2
7106,14,6
7107,14,6
7108,14,1
7109,14,0
7110,14,2
7111,14,0
7112,14,5
7113,14,0
7114,14,2
7115,14,3
7116,14,8
7117,14,3
7118,14,1
7119,14,0
7120,14,2
7121,14,0
7122,14,2
7123,14,3
7124,14,8
7125,14,0
7126,14,1
7127,14,8
7128,14,3
7129,14,16
7130,14,11
7131,14,1
7132,14,0
7133,14,0
7134,14,24
7135,14,14
7136,14,2
7137,14,8
7138,14,0
7139,14,0
7140,14,14
7141,14,7
7142,14,2
7143,14,0
7144,14,0
7145,14,18
7146,14,1
7147,14,6
7148,14,0
7149,14,5
7150,14,2
7151,14,3
7152,14,2
7153,14,5
7154,14,0
7155,14,1
7156,14,5
7157,14,4
7158,14,0
7159,14,3
7160,14,2
7161,14,6
7162,14,5
7163,14,4
7164,14,0
7165,14,0
7166,14,1
7167,14,21
7168,14,3
7169,14,7
7170,14,1
7171,14,18
7172,14,7
7173,15,0
7174,15,2
7175,15,5
7176,15,4
7177,15,24
7178,15,1
7179,15,9
7180,15,0
7181,15,2
7182,15,8
7183,15,1
7184,15,0
7185,15,11
7186,15,1
7187,15,5
7188,15,2
7189,15,5
7190,15,1
7191,15,9
7192,15,4
7193,15,0
7194,15,0
7195,15,0
7196,15,1
7197,15,1
7198,15,2
7199,15,3
7200,15,8
7201,15,0
7202,15,1
7203,15,0
7204,15,13
7205,15,0
7206,15,0
7207,15,0
7208,15,2
7209,15,0
7210,15,1
7211,15,12
7212,15,3
7213,15,6
7214,15,5
7215,15,5
7216,15,1
7217,15,1
7218,15,7
7219,15,3
7220,15,17
7221,15,1
7222,15,9
7223,15,11
7224,15,2
7225,15,0
7226,15,0
7227,15,0
7228,15,1
7229,15,8
7230,15,2
7231,15,0
7232,15,5
7233,15,0
7234,15,0
7235,15,6
7236,15,5
7237,15,0
7238,15,7
7239,15,3
7240,15,1
7241,15,0
7242,15,15
7243,15,0
7244,15,2
7245,15,11
7246,15,1
7247,15,6
7248,15,4
7249,15,4
7250,15,0
7251,15,0
7252,15,0
7253,15,7
7254,15,4
7255,15,1
7256,15,0
7257,15,0
7258,15,19
7259,15,0
7260,15,13
7261,15,17
7262,15,1
7263,15,3
7264,15,8
7265,15,2
7266,15,2
7267,15,9
7268,15,1
7269,15,3
7270,15,0
7271,15,1
7272,15,13
7273,15,4
7274,15,12
7275,15,2
7276,15,8
7277,15,9
7278,15,1
7279,15,0
7280,15,5
7281,15,5
7282,15,2
7283,15,5
7284,15,0
7285,15,0
7286,15,16
7287,15,1
7288,15,2
7289,15,0
7290,15,6
7291,15,0
7292,15,4
7293,15,5
7294,15,15
7295,15,3
7296,15,0
7297,15,2
7298,15,2
7299,15,3
7300,15,12
7301,15,1
7302,15,1
7303,15,6
7304,15,1
7305,15,0
7306,15,3
7307,15,3
7308,15,6
7309,15,3
7310,15,0
7311,15,10
7312,15,2
7313,15,3
7314,15,19
7315,15,1
7316,15,2
7317,15,0
7318,15,1
7319,15,5
7320,15,3
7321,15,10
7322,15,0
7323,15,2
7324,15,1
7325,15,14
7326,15,2
7327,15,0
7328,15,5
7329,15,11
7330,15,11
7331,15,1
7332,15,3
7333,15,2
7334,15,16
7335,15,0
7336,15,0
7337,15,5
7338,15,8
7339,15,5
7340,15,0
7341,15,40
7342,15,2
7343,15,1
7344,15,0
7345,15,0
7346,15,11
7347,15,0
7348,15,2
7349,15,0
7350,15,0
7351,15,1
7352,15,3
7353,15,11
7354,15,2
7355,15,2
7356,15,15
7357,15,0
7358,15,5
7359,15,1
7360,15,17
7361,15,6
7362,15,8
7363,15,5
7364,15,4
7365,15,0
7366,15,1
7367,15,2
7368,15,0
7369,15,5
7370,15,14
7371,15,28
7372,15,16
7373,15,0
7374,15,5
7375,15,2
7376,15,3
7377,15,5
7378,15,1
7379,15,5
7380,15,0
7381,15,3
7382,15,16
7383,15,3
7384,15,0
7385,15,4
7386,15,0
7387,15,5
7388,15,12
7389,15,1
7390,15,1
7391,15,3
7392,15,0
7393,15,1
7394,15,3
7395,15,2
7396,15,7
7397,15,0
7398,15,1
7399,15,4
7400,15,8
7401,15,2
7402,15,1
7403,15,8
7404,15,0
7405,15,0
7406,15,1
7407,15,2
7408,15,26
7409,15,6
7410,15,1
7411,15,3
7412,15,3
7413,15,1
7414,15,3
7415,15,0
7416,15,2
7417,15,7
7418,15,0
7419,15,5
7420,15,25
7421,15,26
7422,15,2
7423,15,14
7424,15,0
7425,15,2
7426,15,1
7427,15,2
7428,15,7
7429,15,4
7430,15,0
7431,15,4
7432,15,4
7433,15,0
7434,15,8
7435,15,0
7436,15,21
7437,15,4
7438,15,5
7439,15,6
7440,15,0
7441,15,0
7442,15,2
7443,15,0
7444,15,6
7445,15,6
7446,15,0
7447,15,1
7448,15,4
7449,15,0
7450,15,4
7451,15,15
7452,15,11
7453,15,6
7454,15,7
7455,15,18
7456,15,5
7457,15,2
7458,15,6
7459,15,11
7460,15,1
7461,15,3
7462,15,1
7463,15,4
7464,15,1
7465,15,6
7466,15,17
7467,15,5
7468,15,4
7469,15,1
7470,15,0
7471,15,0
7472,15,1
7473,15,3
7474,15,0
7475,15,14
7476,15,9
7477,15,1
7478,15,0
7479,15,3
7480,15,1
7481,15,2
7482,15,1
7483,15,7
7484,15,1
7485,15,0
7486,15,0
7487,15,0
7488,15,7
7489,15,0
7490,15,6
7491,15,0
7492,15,0
7493,15,9
7494,15,0
7495,15,0
7496,15,5
7497,15,14
7498,15,37
7499,15,8
7500,15,6
7501,15,0
7502,15,16
7503,15,9
7504,15,11
7505,15,0
7506,15,0
7507,15,13
7508,15,6
7509,15,2
7510,15,0
7511,15,1
7512,15,0
7513,15,4
7514,15,0
7515,15,3
7516,15,3
7517,15,8
7518,15,0
7519,15,1
7520,15,3
7521,15,4
7522,15,4
7523,15,2
7524,15,2
7525,15,9
7526,15,0
7527,15,6
7528,15,11
7529,15,3
7530,15,5
7531,15,0
7532,15,29
7533,15,0
7534,15,0
7535,15,6
7536,15,8
7537,15,0
7538,15,0
7539,15,1
7540,15,6
7541,15,4
7542,15,6
7543,15,5
7544,15,1
7545,15,2
7546,15,10
7547,15,8
7548,15,5
7549,15,13
7550,15,19
7551,15,0
7552,15,2
7553,15,4
7554,15,0
7555,15,6
7556,15,0
7557,15,1
7558,15,0
7559,15,4
7560,15,0
7561,15,0
7562,15,0
7563,15,10
7564,15,5
7565,15,0
7566,15,0
7567,15,0
7568,15,1
7569,15,2
7570,15,1
7571,15,7
7572,15,1
7573,15,0
7574,15,0
7575,15,0
7576,15,19
7577,15,3
7578,15,8
7579,15,0
7580,15,1
7581,15,5
7582,15,18
7583,15,1
7584,15,0
7585,15,9
7586,15,3
7587,15,17
7588,15,6
7589,15,4
7590,15,6
7591,15,2
7592,15,5
7593,15,1
7594,15,7
7595,15,1
7596,15,1
7597,15,2
7598,15,0
7599,15,14
7600,15,2
7601,15,0
7602,15,0
7603,15,1
7604,15,7
7605,15,1
7606,15,2
7607,15,0
7608,15,0
7609,15,8
7610,15,0
7611,15,0
7612,15,0
7613,15,8
7614,15,0
7615,15,7
7616,15,16
7617,15,17
7618,15,11
7619,15,1
7620,15,1
7621,15,5
7622,15,1
7623,15,3
7624,15,11
7625,15,3
7626,15,0
7627,15,4
7628,15,4
7629,15,12
7630,15,13
7631,15,4
7632,15,1
7633,15,5
7634,15,0
7635,15,1
7636,15,2
7637,15,16
7638,15,2
7639,15,0
7640,15,0
7641,15,4
7642,15,2
7643,15,5
7644,15,2
7645,15,10
7646,15,4
7647,15,16
7648,15,0
7649,15,0
7650,15,0
7651,15,10
7652,15,14
7653,15,5
7654,15,2
7655,15,1
7656,15,2
7657,15,6
7658,15,6
7659,15,0
7660,15,10
7661,15,1
7662,15,14
7663,15,1
7664,15,9
7665,15,1
7666,15,3
7667,15,14
7668,15,2
7669,15,0
7670,15,4
7671,15,1
7672,15,0
7673,15,4
7674,15,6
7675,15,4
7676,15,10
7677,15,1
7678,15,0
7679,15,10
7680,15,0
7681,15,14
7682,15,1
7683,15,3
7684,15,0
7685,15,0
7686,15,1
7687,15,0
7688,15,9
7689,15,2
7690,15,2
7691,15,0
7692,15,10
7693,15,1
7694,15,2
7695,15,0
7696,15,1
7697,15,0
7698,15,1
7699,15,0
7700,15,1
7701,15,2
7702,15,0
7703,15,1
7704,15,9
7705,15,0
7706,15,0
7707,15,14
7708,15,2
7709,15,0
7710,15,8
7711,15,2
7712,15,2
7713,15,5
7714,15,1
7715,15,3
7716,15,2
7717,15,0
7718,15,5
7719,15,1
7720,15,2
7721,15,2
7722,15,15
7723,15,1
7724,15,0
7725,15,2
7726,15,13
7727,15,7
7728,15,5
7729,15,0
7730,15,2
7731,15,13
7732,15,1
7733,15,0
7734,15,0
7735,15,2
7736,15,1
7737,15,13
7738,15,2
7739,15,0
7740,15,15
7741,15,11
7742,15,0
7743,15,0
7744,15,8
7745,15,1
7746,15,3
7747,15,0
7748,15,0
7749,15,2
7750,15,1
7751,15,5
7752,15,0
7753,15,2
7754,15,0
7755,15,3
7756,15,1
7757,15,2
7758,15,6
7759,15,8
7760,15,0
7761,15,0
7762,15,13
7763,15,0
7764,15,5
7765,15,0
7766,15,1
7767,15,13
7768,15,11
7769,15,0
7770,15,1
7771,15,0
7772,15,1
7773,15,0
7774,15,1
7775,15,0
7776,15,0
7777,15,1
7778,15,2
7779,15,0
7780,15,5
7781,15,13
7782,15,2
7783,15,0
7784,15,1
7785,15,0
7786,15,22
7787,15,3
7788,15,4
7789,15,1
7790,15,2
7791,15,2
7792,15,3
7793,15,9
7794,15,0
7795,15,20
7796,15,4
7797,15,0
7798,15,12
7799,15,8
7800,15,2
7801,15,0
7802,15,4
7803,15,8
7804,15,10
7805,15,4
7806,15,1
7807,15,0
7808,15,3
7809,15,1
7810,15,14
7811,15,2
7812,15,12
7813,15,12
7814,15,2
7815,15,0
7816,15,14
7817,15,1
7818,15,14
7819,15,5
7820,15,19
7821,15,4
7822,15,1
7823,15,2
7824,15,3
7825,15,1
7826,15,14
7827,15,3
7828,15,8
7829,15,21
7830,15,1
7831,15,6
7832,15,2
7833,15,11
7834,15,1
7835,15,6
7836,15,49
7837,15,3
7838,15,2
7839,15,5
7840,15,0
7841,15,5
7842,15,6
7843,15,2
7844,15,4
7845,15,17
7846,15,13
7847,15,1
7848,15,1
7849,15,27
7850,15,1
7851,15,3
7852,15,7
7853,15,0
7854,15,0
7855,15,10
7856,15,3
7857,15,1
7858,15,12
7859,15,0
7860,15,6
7861,15,7
7862,15,5
7863,15,5
7864,15,3
7865,15,0
7866,15,0
7867,15,0
7868,15,8
7869,15,8
7870,15,1
7871,15,2
7872,15,0
7873,15,4
7874,15,34
7875,15,1
7876,15,1
7877,15,2
7878,15,0
7879,15,1
7880,15,1
7881,15,1
7882,15,2
7883,15,1
7884,15,4
7885,15,1
7886,15,2
7887,15,0
7888,15,4
7889,15,1
7890,15,5
7891,15,0
7892,15,7
7893,15,2
7894,15,5
7895,15,11
7896,15,1
7897,15,1
7898,15,10
7899,15,4
7900,15,9
7901,15,0
7902,15,2
7903,15,3
7904,15,8
7905,15,5
7906,15,15
7907,15,0
7908,15,0
7909,15,29
7910,15,2
7911,15,4
7912,15,0
7913,15,3
7914,15,0
7915,15,43
7916,15,2
7917,15,9
7918,15,0
7919,15,24
7920,15,16
7921,15,0
7922,15,1
7923,15,1
7924,15,5
7925,15,14
7926,15,9
7927,15,15
7928,15,0
7929,15,5
7930,15,4
7931,15,0
7932,15,1
7933,15,4
7934,15,1
7935,15,2
7936,15,1
7937,15,10
7938,15,0
7939,15,0
7940,15,0
7941,15,0
7942,15,0
7943,15,2
7944,15,0
7945,15,0
7946,15,3
7947,15,8
7948,15,0
7949,15,3
7950,15,2
7951,15,2
7952,15,1
7953,15,0
7954,15,0
7955,15,12
7956,15,2
7957,15,4
7958,15,5
7959,15,0
7960,15,0
7961,15,4
7962,15,13
7963,15,7
7964,15,5
7965,15,2
7966,15,15
7967,15,3
7968,15,1
7969,15,1
7970,15,2
7971,15,4
7972,15,8
7973,15,0
7974,15,7
7975,15,0
7976,15,0
7977,15,2
7978,15,0
7979,15,26
7980,15,0
7981,15,1
7982,15,1
7983,15,16
7984,15,0
7985,15,4
7986,15,0
7987,15,5
7988,15,10
7989,15,2
7990,15,4
7991,15,1
7992,15,31
7993,15,0
7994,15,7
7995,15,6
7996,15,0
7997,15,5
7998,15,0
7999,15,20
8000,15,1
8001,15,1
8002,15,0
8003,15,4
8004,15,0
8005,15,3
8006,15,0
8007,15,0
8008,15,1
8009,15,0
8010,15,1
8011,15,6
8012,15,5
8013,15,5
8014,15,0
8015,15,1
8016,15,11
8017,15,7
8018,15,1
8019,15,0
8020,15,0
8021,15,1
8022,15,6
8023,15,2
8024,15,6
8025,15,9
8026,15,8
8027,15,5
8028,15,0
8029,15,7
8030,15,12
8031,15,1
8032,15,0
8033,15,0
8034,15,2
8035,15,1
8036,15,6
8037,15,2
8038,15,3
8039,15,9
8040,15,1
8041,15,1
8042,15,0
8043,15,0
8044,15,6
8045,15,3
8046,15,5
8047,15,9
8048,15,0
8049,15,1
8050,15,8
8051,15,15
8052,15,2
8053,15,24
8054,15,4
8055,15,0
8056,15,5
8057,15,4
8058,15,2
8059,15,1
8060,15,0
8061,15,0
8062,15,2
8063,15,5
8064,15,7
8065,15,1
8066,15,0
8067,15,14
8068,15,5
8069,15,7
8070,15,2
8071,15,4
8072,15,1
8073,15,0
8074,15,0
8075,15,0
8076,15,1
8077,15,4
8078,15,0
8079,15,4
8080,16,22
8081,16,12
8082,16,4
8083,16,10
8084,16,6
8085,16,0
8086,16,0
8087,16,1
8088,16,0
8089,16,0
8090,16,6
8091,16,9
8092,16,6
8093,16,1
8094,16,0
8095,16,0
8096,16,3
8097,16,11
8098,16,0
8099,16,3
8100,16,0
8101,16,1
8102,16,6
8103,16,8
8104,16,0
8105,16,1
8106,16,1
8107,16,2
8108,16,0
8109,16,7
8110,16,3
8111,16,12
8112,16,1
8113,16,0
8114,16,0
8115,16,0
8116,16,0
8117,16,0
8118,16,1
8119,16,1
8120,16,5
8121,16,12
8122,16,12
8123,16,1
8124,16,5
8125,16,0
8126,16,3
8127,16,4
8128,16,6
8129,16,6
8130,16,0
8131,16,0
8132,16,10
8133,16,1
8134,16,0
8135,16,0
8136,16,4
8137,16,0
8138,16,2
8139,16,0
8140,16,1
8141,16,1
8142,16,4
8143,16,0
8144,16,13
8145,16,1
8146,16,0
8147,16,0
8148,16,6
8149,16,1
8150,16,0
8151,16,5
8152,16,22
8153,16,1
8154,16,0
8155,16,0
8156,16,7
8157,16,5
8158,16,3
8159,16,0
8160,16,9
8161,16,0
8162,16,21
8163,16,10
8164,16,0
8165,16,0
8166,16,1
8167,16,8
8168,16,3
8169,16,0
8170,16,0
8171,16,1
8172,16,0
8173,16,1
8174,16,2
8175,16,14
8176,16,7
8177,16,1
8178,16,4
8179,16,1
8180,16,2
8181,16,0
8182,16,3
8183,16,0
8184,16,12
8185,16,4
8186,16,5
8187,16,28
8188,16,3
8189,16,2
8190,16,7
8191,16,1
8192,16,1
8193,16,4
8194,16,3
8195,16,0
8196,16,5
8197,16,0
8198,16,0
8199,16,2
8200,16,5
8201,16,0
8202,16,16
8203,16,0
8204,16,7
8205,16,3
8206,16,5
8207,16,16
8208,16,3
8209,16,0
8210,16,21
8211,16,6
8212,16,11
8213,16,0
8214,16,1
8215,16,0
8216,16,0
8217,16,2
8218,16,2
8219,16,0
8220,16,6
8221,16,12
8222,16,0
8223,16,4
8224,16,2
8225,16,0
8226,16,1
8227,16,1
8228,16,10
8229,16,3
8230,16,7
8231,16,2
8232,16,7
8233,16,1
8234,16,1
8235,16,2
8236,16,0
8237,16,1
8238,16,0
8239,16,0
8240,16,3
8241,16,2
8242,16,1
8243,16,11
8244,16,3
8245,16,9
8246,16,0
8247,16,8
8248,16,3
8249,16,2
8250,16,5
8251,16,1
8252,16,15
8253,16,1
8254,16,0
8255,16,8
8256,16,2
8257,16,2
8258,16,12
8259,16,2
8260,16,7
8261,16,36
8262,16,1
8263,16,14
8264,16,5
8265,16,6
8266,16,0
8267,16,0
8268,16,0
8269,16,11
8270,16,8
8271,16,0
8272,16,2
8273,16,1
8274,16,16
8275,16,6
8276,16,20
8277,16,2
8278,16,3
8279,16,4
8280,16,0
8281,16,2
8282,16,1
8283,16,4
8284,16,2
8285,16,7
8286,16,0
8287,16,8
8288,16,11
8289,16,0
8290,16,8
8291,16,10
8292,16,0
8293,16,0
8294,16,3
8295,16,3
8296,16,1
8297,16,7
8298,16,3
8299,16,0
8300,16,10
8301,16,1
8302,16,2
8303,16,2
8304,16,0
8305,16,40
8306,16,18
8307,16,6
8308,16,1
8309,16,3
8310,16,0
8311,16,0
8312,16,0
8313,16,1
8314,16,0
8315,16,6
8316,16,0
8317,16,2
8318,16,5
8319,16,1
8320,16,16
8321,16,3
8322,16,0
8323,16,5
8324,16,0
8325,16,14
8326,16,12
8327,16,4
8328,16,2
8329,16,7
8330,16,1
8331,16,0
8332,16,13
8333,16,0
8334,16,12
8335,16,4
8336,16,12
8337,16,23
8338,16,6
8339,16,2
8340,16,2
8341,16,4
8342,16,1
8343,16,18
8344,16,8
8345,16,2
8346,16,1
8347,16,0
8348,16,1
8349,16,12
8350,16,0
8351,16,8
8352,16,0
8353,16,7
8354,16,0
8355,16,8
8356,16,0
8357,16,0
8358,16,1
8359,16,1
8360,16,7
8361,16,0
8362,16,4
8363,16,10
8364,16,2
8365,16,32
8366,16,4
8367,16,1
8368,16,0
8369,16,19
8370,16,0
8371,16,0
8372,16,2
8373,16,0
8374,16,0
8375,16,1
8376,16,0
8377,16,0
8378,16,1
8379,16,0
8380,16,1
8381,16,9
8382,16,0
8383,16,0
8384,16,2
8385,16,1
8386,16,2
8387,16,0
8388,16,3
8389,16,12
8390,16,0
8391,16,3
8392,16,1
8393,16,3
8394,16,2
8395,16,3
8396,16,2
8397,16,0
8398,16,28
8399,16,56
8400,16,0
8401,16,4
8402,16,17
8403,16,6
8404,16,0
8405,16,4
8406,16,2
8407,16,22
8408,16,0
8409,16,2
8410,16,1
8411,16,2
8412,16,0
8413,16,11
8414,16,3
8415,16,4
8416,16,6
8417,16,1
8418,16,1
8419,16,1
8420,16,1
8421,16,1
8422,16,3
8423,16,6
8424,16,4
8425,16,1
8426,16,0
8427,17,10
8428,17,0
8429,17,10
8430,17,2
8431,17,0
8432,17,2
8433,17,0
8434,17,1
8435,17,0
8436,17,1
8437,17,0
8438,17,11
8439,17,7
8440,17,4
8441,17,0
8442,17,2
8443,17,3
8444,17,0
8445,17,10
8446,17,2
8447,17,14
8448,17,2
8449,17,2
8450,17,0
8451,17,2
8452,17,1
8453,17,4
8454,17,1
8455,17,0
8456,17,1
8457,17,0
8458,17,5
8459,17,6
8460,17,2
8461,17,7
8462,17,3
8463,17,0
8464,17,4
8465,17,8
8466,17,1
8467,17,14
8468,17,0
8469,17,6
8470,17,0
8471,17,10
8472,17,0
8473,17,6
8474,17,1
8475,17,5
8476,17,1
8477,17,5
8478,17,1
8479,17,1
8480,17,5
8481,17,2
8482,17,10
8483,17,4
8484,17,4
8485,17,0
8486,17,0
8487,17,2
8488,17,17
8489,17,0
8490,17,6
8491,17,0
8492,17,0
8493,17,11
8494,17,0
8495,17,3
8496,17,5
8497,17,1
8498,17,3
8499,17,12
8500,17,34
8501,17,0
8502,17,1
8503,17,2
8504,17,2
8505,17,12
8506,17,0
8507,17,0
8508,17,0
8509,17,9
8510,17,0
8511,17,3
8512,17,6
8513,17,5
8514,17,2
8515,17,3
8516,17,1
8517,17,4
8518,17,0
8519,17,2
8520,17,4
8521,17,3
8522,17,1
8523,17,1
8524,17,9
8525,17,6
8526,17,6
8527,17,12
8528,17,1
8529,17,0
8530,17,2
8531,17,20
8532,17,1
8533,17,3
8534,17,16
8535,17,1
8536,17,0
8537,17,3
8538,17,3
8539,17,6
8540,17,5
8541,17,1
8542,17,0
8543,17,3
8544,17,9
8545,17,7
8546,17,12
8547,17,0
8548,17,1
8549,17,2
8550,17,0
8551,17,0
8552,17,7
8553,17,0
8554,17,1
8555,17,0
8556,17,8
8557,17,0
8558,17,14
8559,17,0
8560,17,14
8561,17,0
8562,17,7
8563,17,2
8564,17,6
8565,17,13
8566,17,0
8567,17,0
8568,17,3
8569,17,2
8570,17,9
8571,17,5
8572,17,0
8573,17,13
8574,17,7
8575,17,0
8576,17,2
8577,17,6
8578,17,3
8579,17,10
8580,17,0
8581,17,2
8582,17,0
8583,17,18
8584,17,1
8585,17,1
8586,17,3
8587,17,3
8588,17,1
8589,17,0
8590,17,1
8591,17,1
8592,17,0
8593,17,21
8594,17,0
8595,17,0
8596,17,13
8597,17,0
8598,17,1
8599,17,0
8600,17,2
8601,17,4
8602,17,0
8603,17,5
8604,17,2
8605,17,0
8606,17,11
8607,17,3
8608,17,13
8609,17,0
8610,17,2
8611,17,1
8612,17,1
8613,17,3
8614,17,0
8615,17,2
8616,17,0
8617,17,0
8618,17,3
8619,17,3
8620,17,9
8621,17,8
8622,17,4
8623,17,7
8624,17,2
8625,17,1
8626,17,11
8627,17,5
8628,17,14
8629,17,3
8630,17,1
8631,17,0
